Name,Replicate,D0.red,D0.white,Df.red,Df.white
1,1,116,112,92,106
1,2,106,99,86,83
1,3,92,105,88,92
1,4,120,121,69,80
1,5,127,128,99,95
1,6,137,120,90,114
1,7,126,146,70,95
1,8,88,111,106,107
1,9,109,111,101,86
1,10,105,124,92,92
2,1,120,107,93,88
2,2,123,111,90,108
2,3,122,111,98,82
2,4,126,141,89,86
2,5,136,122,78,80
2,6,110,107,92,91
2,7,130,115,85,94
2,8,134,124,69,77
2,9,104,121,81,80
2,10,113,122,63,65
