Name,Replicate,D0.red,D0.white,Df.red,Df.white
2,1,111,65,147,102
2,2,113,72,144,97
2,3,118,71,145,103
2,4,105,84,128,87
2,5,109,93,160,89
2,6,116,72,137,98
2,7,112,73,143,95
2,8,108,77,138,81
2,9,128,73,134,101
2,10,115,87,140,103
3,1,104,92,131,105
3,2,110,87,131,109
3,3,116,104,155,100
3,4,108,94,154,117
3,5,110,89,138,91
3,6,109,87,126,97
3,7,119,87,124,111
3,8,121,94,136,102
3,9,115,80,137,119
3,10,78,60,116,107
